property_id,property_capacity,property_address,booking_id,check_in_date,check_out_date,base_fee,service_fee,cleaning_fee,gst,total_price,owner_id,abn,tin,dob,contact_number,email,rating,owner_location,owner_address,bank_account_name,bsb,bank_account_number,bank_name,paypal_id,iban,swift_code,order_status,final_price,final_gst
892969,3,"4702, Midgee, QLD",50599150,15-04-2023,25-04-2023,580,87.0,110.19,77.72,854.92,60658,80 745 576 146,,24-03-1998,+61457369096,example@gmail.com,9,Australia,"2747, Claremont Meadows, NSW",Jewell Bienenstock,062763,18857434,Commonwealth Bank of Australia,Jewell.Bienenstock@paypal.com,,,Refunded,0.0,0.0
573838,7,"7304, Weetah, TAS",33479275,08-05-2023,20-05-2023,1296,194.4,91.27,158.17,1739.87,30347,21 173 826 470,,07-09-1968,+61442211443,example@gmail.com,3,Australia,"2259, Ravensdale, NSW",Blanche Elizondo,062200,16716094,Commonwealth Bank of Australia,442211443@paypal.com,,,Completed,1739.87,158.17
057876,3,"4625, Mount Lawless, QLD",20376959,20-01-2023,04-02-2023,2220,333.0,170.87,272.39,2996.29,55230,62 921 639 833,,02-08-1964,+61422195680,example@gmail.com,8,New Zealand,"Auckland, NZ",Edward Breen,,,ANZ Bank,,AU,CTBAAU2S,Refunded,0.0,0.0
869672,5,"5014, Alberton, SA",44148065,16-06-2023,22-06-2023,852,127.8,203.0,118.28,1301.08,82994,44 238 651 853,,05-06-1969,+61453064658,example@gmail.com,8,Australia,"4570, Calgoa, QLD",Elizabeth Hamilton,062621,13375823,Commonwealth Bank of Australia,453064658@paypal.com,,,Completed,1301.08,118.28
252670,8,"4625, Humphery, QLD",42663471,09-01-2023,20-01-2023,627,94.05,110.65,83.17,914.87,30227,28 243 480 328,,27-06-1999,+61416472149,example@gmail.com,4,Australia,"3064, Mickleham, VIC",Mindy Newell,062360,14621373,Commonwealth Bank of Australia,416472149@paypal.com,,,Cancelled,0.0,0.0
072325,7,"6532, Sandsprings, WA",91622973,08-03-2023,12-03-2023,588,88.2,124.6,80.08,880.88,67620,48 813 918 432,,12-12-1988,+61483902014,example@gmail.com,8,Australia,"2774, Warrimoo, NSW",Isabel Stewart,062760,18211759,Commonwealth Bank of Australia,483902014@paypal.com,,,Completed,880.88,80.08
376092,4,"2380, Coocooboonah, NSW",18083981,01-03-2023,11-03-2023,1450,217.5,213.1,188.06,2068.66,64572,15 130 759 255,,17-03-1963,+61453841213,example@gmail.com,6,Australia,"6332, Albany, WA",Albert Gibson,062158,18162126,Commonwealth Bank of Australia,Albert.Gibson@paypal.com,,,Completed,2068.66,188.06
375048,8,"2452, Sawtell, NSW",27061492,17-02-2023,19-02-2023,242,36.3,183.13,46.14,507.54,90316,73 963 279 658,,24-12-1949,+61416714762,example@gmail.com,1,Australia,"2538, Woodstock, NSW",Scarlett Trumbore,062581,14567666,Commonwealth Bank of Australia,Scarlett.Trumbore@paypal.com,,,Completed,507.54,46.14
061419,2,"4305, Churchill, QLD",54995230,23-02-2023,04-03-2023,675,101.25,60.35,83.66,920.26,74800,95 222 427 629,,07-10-1984,+61486794347,example@gmail.com,0,Australia,"4211, Mount Nathan, QLD",Douglas Roland,062673,16709871,Commonwealth Bank of Australia,Douglas.Roland@paypal.com,,,Completed,920.26,83.66
912834,4,"5271, Marcollat, SA",89975881,08-05-2023,10-05-2023,236,35.4,213.73,48.51,533.61,85509,,657069499,04-10-1949,+61422746622,example@gmail.com,6,Australia,"3559, Burramboot, VIC",Patricia Monzon,062255,15744035,Commonwealth Bank of Australia,Patricia.Monzon@paypal.com,,,Completed,533.61,48.51
123652,6,"3444, Kyneton South, VIC",28139443,21-02-2023,27-02-2023,480,72.0,72.37,62.44,686.84,15455,61 961 865 351,,27-07-1963,+61454003267,example@gmail.com,3,Australia,"4671, Nearum, QLD",Mark Horrigan,062759,16301293,Commonwealth Bank of Australia,454003267@paypal.com,,,Completed,686.84,62.44
178355,4,"2540, Berrara, NSW",37487995,07-03-2023,18-03-2023,1628,244.2,174.54,204.67,2251.37,53139,48 220 398 656,,24-08-1947,+61481935515,example@gmail.com,3,Australia,"2849, Mount Marsden, NSW",Jennie Leland,062891,16052304,Commonwealth Bank of Australia,,,,Completed,2251.37,204.67
825134,3,"6286, Forest Grove, WA",27541893,11-01-2023,14-01-2023,249,37.35,98.04,38.44,422.84,88633,63 101 242 450,,10-07-1980,+61452206731,example@gmail.com,2,Australia,"6720, Point Samson, WA",David Sledge,062358,13081397,Commonwealth Bank of Australia,David.Sledge@paypal.com,,,Completed,422.84,38.44
962143,3,"7291, Carrick, TAS",21439663,05-02-2023,12-02-2023,1057,158.55,168.49,138.4,1522.4,21525,,353952632,27-08-1941,+61428867833,example@gmail.com,2,New Zealand,"Auckland, NZ",Saul Ray,,,ANZ Bank,,AU,CTBAAU2S,Completed,1522.4,138.4
695308,3,"7150, Simpsons Bay, TAS",80400160,07-05-2023,20-05-2023,871,130.65,83.62,108.53,1193.83,75914,90 933 196 666,,16-06-1993,+61498021937,example@gmail.com,4,Australia,"6174, Golden Bay, WA",Marcy Clements,062674,13338233,Commonwealth Bank of Australia,498021937@paypal.com,,,Completed,1193.83,108.53
331292,7,"846, Adelaide River, NT",16260881,03-05-2023,17-05-2023,1484,222.6,134.04,184.06,2024.66,94934,91 286 618 425,,31-01-1989,+61473587289,example@gmail.com,9,Australia,"4352, Groomsville, QLD",Shirley Blechman,062927,12837568,Commonwealth Bank of Australia,473587289@paypal.com,,,Completed,2024.66,184.06
102452,7,"2900, Tuggeranong, ACT",13725907,18-06-2023,25-06-2023,595,89.25,78.31,76.26,838.86,97629,,259654280,05-05-1965,+61488439992,example@gmail.com,7,Australia,"2337, Satur, NSW",France Tarvis,062943,13208959,Commonwealth Bank of Australia,France.Tarvis@paypal.com,,,Completed,838.86,76.26
924809,3,"4871, Petford, QLD",98998410,18-03-2023,23-03-2023,400,60.0,95.1,55.51,610.61,94591,25 933 665 228,,22-04-1973,+61455157003,example@gmail.com,1,Australia,"2260, Forresters Beach, NSW",Kaitlyn Therrien,062667,12594929,Commonwealth Bank of Australia,,,,Completed,610.61,55.51
306010,4,"3825, Walhalla, VIC",89240761,30-04-2023,07-05-2023,805,120.75,98.78,102.45,1126.95,46444,88 629 954 660,,18-02-1983,+61468160093,example@gmail.com,7,Australia,"3352, Wallace, VIC",Joshua Darby,062805,15522985,Commonwealth Bank of Australia,,,,Completed,1126.95,102.45
219183,8,"3567, Leitchville, VIC",35922731,15-01-2023,22-01-2023,679,101.85,179.9,96.08,1056.88,88916,,475650468,21-03-1954,+61427997265,example@gmail.com,4,Australia,"6280, Vasse, WA",Reginald Nadal,062392,11276631,Commonwealth Bank of Australia,427997265@paypal.com,,,Completed,1056.88,96.08
759678,5,"2550, Morans Crossing, NSW",37181122,06-03-2023,08-03-2023,180,27.0,159.63,36.66,403.26,63114,66 431 615 810,,28-01-1954,+61473227556,example@gmail.com,3,Australia,"7030, Dysart, TAS",Tony Williams,062795,16151368,Commonwealth Bank of Australia,Tony.Williams@paypal.com,,,Cancelled,0.0,0.0
291305,6,"4478, Bayrick, QLD",16495308,04-06-2023,09-06-2023,655,98.25,173.08,92.63,1018.93,16512,32 149 582 870,,26-03-1957,+61427269367,example@gmail.com,8,New Zealand,"Auckland, NZ",Jonathan Cazares,,,ANZ Bank,,AU,CTBAAU2S,Completed,1018.93,92.63
161631,8,"862, Tablelands, NT",24204701,12-06-2023,15-06-2023,366,54.9,204.3,62.52,687.72,18502,76 179 175 619,,24-06-1983,+61491110492,example@gmail.com,8,Australia,"6213, Banksiadale, WA",Gary Horton,062337,12178515,Commonwealth Bank of Australia,491110492@paypal.com,,,Completed,687.72,62.52
592201,5,"5083, Sefton Park, SA",92053779,08-02-2023,21-02-2023,1079,161.85,74.98,131.58,1447.38,79648,86 662 614 380,,30-08-1960,+61454969399,example@gmail.com,3,Australia,"2620, Queanbeyan DC, NSW",Stephanie Harden,062325,18099010,Commonwealth Bank of Australia,454969399@paypal.com,,,Refunded,0.0,0.0
475753,6,"2046, Canada Bay, NSW",89071738,02-02-2023,03-02-2023,43,6.45,45.66,9.51,104.61,32272,27 359 347 484,,05-04-1945,+61431766794,example@gmail.com,7,New Zealand,"Auckland, NZ",Denise Danz,,,ANZ Bank,,AU,CTBAAU2S,Completed,104.61,9.51
031948,3,"6317, South Datatine, WA",17525370,13-06-2023,20-06-2023,1078,161.7,129.63,136.93,1506.23,48787,53 471 735 737,,19-04-1994,+61464945877,example@gmail.com,4,New Zealand,"Auckland, NZ",Michelle Kimbler,,,ANZ Bank,,AU,CTBAAU2S,Completed,1506.23,136.93
886931,7,"2756, Clarendon, NSW",83455862,10-04-2023,25-04-2023,2250,337.5,204.86,279.24,3071.64,61843,46 613 481 641,,14-10-1944,+61419016704,example@gmail.com,3,New Zealand,"Auckland, NZ",Jeannette Long,,,ANZ Bank,,AU,CTBAAU2S,Completed,3071.64,279.24
754465,4,"2259, Wallarah, NSW",22835597,28-03-2023,04-04-2023,847,127.05,179.07,115.31,1268.41,30646,24 125 520 808,,25-06-1992,+61475618074,example@gmail.com,4,Australia,"4384, Limevale, QLD",Kari Bellerose,062322,12196975,Commonwealth Bank of Australia,475618074@paypal.com,,,Completed,1268.41,115.31
481662,3,"2551, Kiah, NSW",47861523,12-06-2023,27-06-2023,2100,315.0,112.72,252.77,2780.47,90739,70 927 181 643,,28-04-1985,+61470813943,example@gmail.com,0,New Zealand,"Auckland, NZ",Gene Bailey,,,ANZ Bank,,AU,CTBAAU2S,Completed,2780.47,252.77
616351,3,"2294, Carrington, NSW",61626574,09-01-2023,15-01-2023,372,55.8,100.69,52.85,581.35,43979,99 628 592 607,,14-03-1948,+61428794439,example@gmail.com,9,Australia,"2370, Kingsland, NSW",Mary Sexton,062265,19267368,Commonwealth Bank of Australia,Mary.Sexton@paypal.com,,,Completed,581.35,52.85
595030,8,"2333, Baerami Creek, NSW",78835545,15-06-2023,20-06-2023,365,54.75,102.51,52.23,574.53,21432,89 206 558 683,,07-03-1987,+61448179298,example@gmail.com,7,Australia,"4671, Boolboonda, QLD",Tony Gallego,062238,19685480,Commonwealth Bank of Australia,448179298@paypal.com,,,Completed,574.53,52.23
803623,8,"3188, Hampton East, VIC",40564893,07-02-2023,19-02-2023,972,145.8,147.15,126.5,1391.5,70131,25 818 727 756,,31-10-1958,+61428509368,example@gmail.com,3,Australia,"5007, Welland, SA",Kelly Schock,062826,17497497,Commonwealth Bank of Australia,Kelly.Schock@paypal.com,,,Refunded,0.0,0.0
479763,7,"2622, Manar, NSW",99286601,16-06-2023,21-06-2023,785,117.75,220.92,112.37,1236.07,01162,,534345977,21-12-1982,+61478776464,example@gmail.com,0,Australia,"2370, Red Range, NSW",Donna Rasmussen,062720,19122476,Commonwealth Bank of Australia,Donna.Rasmussen@paypal.com,,,Refunded,0.0,0.0
329447,7,"6630, Devils Creek, WA",50827631,04-02-2023,18-02-2023,2142,321.3,242.56,270.59,2976.49,57659,37 924 792 500,,12-01-1972,+61465916540,example@gmail.com,3,Australia,"2311, Gresford, NSW",Ethel Hoover,062424,16355446,Commonwealth Bank of Australia,Ethel.Hoover@paypal.com,,,Completed,2976.49,270.59
182756,3,"3612, Wanalta, VIC",30069697,21-06-2023,29-06-2023,1024,153.6,122.06,129.97,1429.67,35767,93 461 550 858,,08-02-1973,+61425483533,example@gmail.com,2,Australia,"7173, Dodges Ferry, TAS",Carlos Mathias,062700,15313468,Commonwealth Bank of Australia,Carlos.Mathias@paypal.com,,,Cancelled,0.0,0.0
818764,8,"5864, Adelaide Mail Centre, SA",35585186,07-05-2023,17-05-2023,1110,166.5,171.65,144.82,1593.02,66603,43 296 585 368,,11-07-1981,+61431287491,example@gmail.com,0,New Zealand,"Auckland, NZ",Richard Creel,,,ANZ Bank,,AU,CTBAAU2S,Completed,1593.02,144.82
548548,3,"2420, Salisbury, NSW",98952113,29-06-2023,08-07-2023,846,126.9,92.12,106.5,1171.5,61189,37 819 769 211,,27-01-1985,+61494318629,example@gmail.com,9,New Zealand,"Auckland, NZ",Kristy Freeman,,,ANZ Bank,,AU,CTBAAU2S,Completed,1171.5,106.5
641587,3,"6260, Collins, WA",12579734,22-06-2023,29-06-2023,616,92.4,151.78,86.02,946.22,05696,,576260935,23-03-1981,+61483625163,example@gmail.com,5,Australia,"4311, Wivenhoe Hill, QLD",Randall Elliott,062166,14603010,Commonwealth Bank of Australia,Randall.Elliott@paypal.com,,,Refunded,0.0,0.0
891912,2,"2714, Aratula, NSW",50205653,14-02-2023,16-02-2023,184,27.6,173.4,38.5,423.5,08458,,966223889,04-10-1940,+61449812919,example@gmail.com,8,Australia,"1159, Sydney, NSW",John Ancheta,062800,16159406,Commonwealth Bank of Australia,John.Ancheta@paypal.com,,,Completed,423.5,38.5
995116,7,"2800, Springside, NSW",11616692,10-06-2023,22-06-2023,504,75.6,50.43,63.0,693.0,14544,77 321 802 246,,02-01-1941,+61483068198,example@gmail.com,4,Australia,"2372, Liston, NSW",Lee Reid,062724,15594172,Commonwealth Bank of Australia,,,,Refunded,0.0,0.0
415470,6,"4660, Apple Tree Creek, QLD",95680304,16-01-2023,21-01-2023,575,86.25,108.02,76.93,846.23,22926,28 724 661 176,,13-12-1973,+61421282937,example@gmail.com,9,Australia,"3387, Kanya, VIC",James Guerin,062382,17266042,Commonwealth Bank of Australia,,,,Completed,846.23,76.93
176648,6,"4680, Gladstone DC, QLD",67214109,17-03-2023,26-03-2023,963,144.45,114.02,122.15,1343.65,74302,68 212 222 713,,06-11-1977,+61445245928,example@gmail.com,0,Australia,"4700, Port Curtis, QLD",Anita Chen,062684,13526053,Commonwealth Bank of Australia,Anita.Chen@paypal.com,,,Completed,1343.65,122.15
553716,5,"4824, Oorindi, QLD",80391403,28-01-2023,05-02-2023,472,70.8,106.96,64.98,714.78,16598,36 589 784 607,,16-08-1974,+61491884876,example@gmail.com,6,New Zealand,"Auckland, NZ",Michael Zambrana,,,ANZ Bank,,AU,CTBAAU2S,Completed,714.78,64.98
394713,4,"3756, Chintin, VIC",26823231,16-03-2023,28-03-2023,840,126.0,137.58,110.36,1213.96,65955,46 629 213 982,,18-12-1969,+61471159770,example@gmail.com,10,Australia,"6163, Bibra Lake, WA",Jennifer Simmons,062865,19168275,Commonwealth Bank of Australia,471159770@paypal.com,,,Completed,1213.96,110.36
947920,8,"4344, Rockmount, QLD",53706026,17-06-2023,18-06-2023,91,13.65,94.26,19.89,218.79,13701,17 120 965 815,,28-03-1943,+61489998997,example@gmail.com,6,Australia,"2800, Lower Lewis Ponds, NSW",Terry Hoggins,062851,15354162,Commonwealth Bank of Australia,489998997@paypal.com,,,Completed,218.79,19.89
396491,5,"7116, Port Huon, TAS",60995468,25-06-2023,01-07-2023,672,100.8,160.48,93.33,1026.63,21728,59 272 620 712,,01-11-1960,+61429765398,example@gmail.com,10,New Zealand,"Auckland, NZ",Vicki Gonzalez,,,ANZ Bank,,AU,CTBAAU2S,Completed,1026.63,93.33
312924,3,"2779, Hazelbrook, NSW",98900329,21-05-2023,29-05-2023,1152,172.8,133.61,145.84,1604.24,33327,19 252 240 982,,03-03-1980,+61457490700,example@gmail.com,1,Australia,"3044, Pascoe Vale, VIC",Mollie Principato,062762,13004002,Commonwealth Bank of Australia,Mollie.Principato@paypal.com,,,Completed,1604.24,145.84
425695,8,"2234, Menai, NSW",64152572,27-04-2023,07-05-2023,740,111.0,145.95,99.7,1096.7,09676,71 497 994 735,,09-07-1982,+61488107051,example@gmail.com,9,Australia,"6443, Fraser Range, WA",Margaret Pella,062922,14737313,Commonwealth Bank of Australia,488107051@paypal.com,,,Completed,1096.7,99.7
153453,3,"3527, Teddywaddy, VIC",25474495,22-06-2023,29-06-2023,966,144.9,227.19,133.81,1471.91,50418,61 331 907 443,,28-08-1945,+61482451855,example@gmail.com,10,Australia,"2568, Menangle, NSW",Jason Delaney,062777,18694453,Commonwealth Bank of Australia,,,,Completed,1471.91,133.81
133652,5,"2440, Hat Head, NSW",23150515,02-05-2023,05-05-2023,147,22.05,68.23,23.73,261.03,93579,95 185 935 725,,27-10-1960,+61465581099,example@gmail.com,7,New Zealand,"Auckland, NZ",Frances Lott,,,ANZ Bank,,AU,CTBAAU2S,Completed,261.03,23.73
215568,6,"3850, Wurruk, VIC",34412154,24-05-2023,05-06-2023,480,72.0,41.62,59.36,652.96,19222,84 187 950 904,,23-04-1963,+61478524904,example@gmail.com,3,Australia,"6401, Throssell, WA",Peter Croyle,062326,12882904,Commonwealth Bank of Australia,Peter.Croyle@paypal.com,,,Completed,652.96,59.36
965444,2,"5352, Bethany, SA",30346172,27-06-2023,09-07-2023,576,86.4,79.01,74.14,815.54,63962,98 417 764 782,,19-04-1940,+61462990555,example@gmail.com,2,Australia,"2804, Billimari, NSW",Sean Wheeler,062630,19359231,Commonwealth Bank of Australia,Sean.Wheeler@paypal.com,,,Completed,815.54,74.14
148410,2,"2421, Fishers Hill, NSW",14799040,02-03-2023,07-03-2023,205,30.75,47.85,28.36,311.96,90374,26 257 465 846,,13-02-1950,+61453232097,example@gmail.com,8,New Zealand,"Auckland, NZ",Kelly Perez,,,ANZ Bank,,AU,CTBAAU2S,Completed,311.96,28.36
335293,2,"2347, Thirldene, NSW",36389081,18-06-2023,28-06-2023,880,132.0,142.91,115.49,1270.39,81903,83 798 540 643,,02-01-1965,+61496219319,example@gmail.com,7,Australia,"2770, Bidwill, NSW",Carol Pender,062758,12216085,Commonwealth Bank of Australia,496219319@paypal.com,,,Completed,1270.39,115.49
809898,8,"3221, Geelong Mc, VIC",39683548,09-06-2023,13-06-2023,288,43.2,97.22,42.84,471.24,86972,14 662 909 440,,07-09-1982,+61485610255,example@gmail.com,1,New Zealand,"Auckland, NZ",Todd Lewis,,,ANZ Bank,,AU,CTBAAU2S,Cancelled,0.0,0.0
698857,2,"2320, Keinbah, NSW",32622337,25-04-2023,06-05-2023,682,102.3,97.69,88.2,970.2,43208,34 609 779 539,,14-02-1948,+61474752547,example@gmail.com,10,Australia,"6056, Herne Hill, WA",Dawn Tannenbaum,062506,15537179,Commonwealth Bank of Australia,Dawn.Tannenbaum@paypal.com,,,Completed,970.2,88.2
195415,3,"2527, North Macquarie, NSW",95704316,10-01-2023,14-01-2023,600,90.0,170.3,86.03,946.33,42207,41 692 561 702,,28-12-1954,+61449867176,example@gmail.com,2,New Zealand,"Auckland, NZ",Carol Morgan,,,ANZ Bank,,AU,CTBAAU2S,Completed,946.33,86.03
408491,3,"3221, Anakie, VIC",97156302,02-02-2023,16-02-2023,1190,178.5,136.62,150.51,1655.61,22264,71 825 931 677,,24-09-1993,+61498991925,example@gmail.com,3,Australia,"2372, Back Creek, NSW",Joe Jones,062888,11429843,Commonwealth Bank of Australia,Joe.Jones@paypal.com,,,Completed,1655.61,150.51
477857,7,"2546, Central Tilba, NSW",33172851,10-01-2023,24-01-2023,1316,197.4,127.46,164.09,1804.99,75895,,722084131,29-06-1979,+61465516280,example@gmail.com,0,Australia,"852, Tanami East, NT",Lorita Volkman,062925,12637704,Commonwealth Bank of Australia,Lorita.Volkman@paypal.com,,,Completed,1804.99,164.09
532115,4,"4207, Bahrs Scrub, QLD",41233670,22-04-2023,28-04-2023,510,76.5,154.32,74.08,814.88,79237,69 546 971 924,,20-05-1997,+61438875384,example@gmail.com,10,Australia,"2546, Tinpot, NSW",Alan Lefevre,062826,19484340,Commonwealth Bank of Australia,438875384@paypal.com,,,Completed,814.88,74.08
493505,4,"2469, Mummulgum, NSW",95058941,03-05-2023,08-05-2023,785,117.75,259.96,116.27,1278.97,79278,60 821 890 498,,10-11-1980,+61410597482,example@gmail.com,7,New Zealand,"Auckland, NZ",Kerri Gutierrez,,,ANZ Bank,,AU,CTBAAU2S,Completed,1278.97,116.27
975512,3,"3888, Cape Conran, VIC",55536612,08-05-2023,09-05-2023,78,11.7,111.07,20.08,220.88,79563,94 766 894 568,,27-12-1940,+61456739732,example@gmail.com,10,Australia,"7215, Bicheno, TAS",Lita Hill,062155,14952546,Commonwealth Bank of Australia,Lita.Hill@paypal.com,,,Completed,220.88,20.08
563128,4,"3816, Longwarry, VIC",55862513,26-05-2023,30-05-2023,480,72.0,145.05,69.7,766.7,42902,22 166 702 897,,13-09-1993,+61452669063,example@gmail.com,7,Australia,"2430, Black Head, NSW",Ernest Wile,062251,17455464,Commonwealth Bank of Australia,Ernest.Wile@paypal.com,,,Completed,766.7,69.7
439167,5,"3658, Sunday Creek, VIC",38023534,11-03-2023,21-03-2023,1190,178.5,186.38,155.49,1710.39,26927,20 923 748 924,,12-11-1953,+61424752335,example@gmail.com,0,Australia,"2550, Reedy Swamp, NSW",Barry Beller,062568,11614983,Commonwealth Bank of Australia,,,,Completed,1710.39,155.49
801906,7,"3660, Trawool, VIC",41235356,19-02-2023,04-03-2023,1352,202.8,207.78,176.26,1938.86,01101,,401449450,05-09-1959,+61451063148,example@gmail.com,8,New Zealand,"Auckland, NZ",Jose Willard,,,ANZ Bank,,AU,CTBAAU2S,Completed,1938.86,176.26
497329,5,"6335, Pallinup, WA",92759388,15-06-2023,23-06-2023,1240,186.0,140.5,156.65,1723.15,88243,79 361 810 767,,05-01-1997,+61422943104,example@gmail.com,7,Australia,"3478, St Arnaud, VIC",John Campbell,062447,17056310,Commonwealth Bank of Australia,John.Campbell@paypal.com,,,Completed,1723.15,156.65
172478,2,"2411, Croppa Creek, NSW",75310989,20-01-2023,01-02-2023,756,113.4,96.45,96.59,1062.49,28166,97 674 437 149,,25-06-1993,+61419350661,example@gmail.com,0,Australia,"3371, Dunach, VIC",Julie Pawlak,062522,11351187,Commonwealth Bank of Australia,,,,Cancelled,0.0,0.0
763282,3,"5552, Kulpara, SA",17539211,11-05-2023,20-05-2023,1359,203.85,265.79,182.86,2011.46,72394,51 598 773 493,,20-10-1990,+61417742296,example@gmail.com,9,New Zealand,"Auckland, NZ",Lisa Mcdonald,,,ANZ Bank,,AU,CTBAAU2S,Cancelled,0.0,0.0
221308,6,"6218, Yarloop, WA",21335517,25-06-2023,08-07-2023,585,87.75,49.31,72.21,794.31,10158,51 938 139 894,,11-10-1969,+61469506444,example@gmail.com,1,New Zealand,"Auckland, NZ",Elva Presson,,,ANZ Bank,,AU,CTBAAU2S,Completed,794.31,72.21
833483,7,"4702, Milman, QLD",57485085,19-02-2023,04-03-2023,936,140.4,71.68,114.81,1262.91,04661,38 372 279 472,,21-02-1979,+61436117492,example@gmail.com,1,Australia,"4825, Carrandotta, QLD",Amy Hernandez,062694,13274327,Commonwealth Bank of Australia,436117492@paypal.com,,,Refunded,0.0,0.0
358512,7,"2830, Minore, NSW",10246675,07-06-2023,09-06-2023,154,23.1,120.88,29.8,327.8,16679,44 645 964 872,,16-06-1970,+61419852333,example@gmail.com,5,Australia,"4482, Birdsville, QLD",Francis Braman,062351,15107970,Commonwealth Bank of Australia,Francis.Braman@paypal.com,,,Cancelled,0.0,0.0
482899,6,"4359, Greenmount, QLD",98556349,20-06-2023,04-07-2023,1708,256.2,157.33,212.15,2333.65,74834,74 500 199 376,,25-01-1958,+61461112085,example@gmail.com,4,Australia,"3315, Hilgay, VIC",Timothy Frazier,062805,19641470,Commonwealth Bank of Australia,Timothy.Frazier@paypal.com,,,Completed,2333.65,212.15
526932,3,"2469, Haystack, NSW",71397277,16-06-2023,18-06-2023,302,45.3,268.37,61.57,677.27,32770,59 323 379 580,,16-07-1979,+61485800665,example@gmail.com,0,Australia,"2283, Carey Bay, NSW",Debra Albano,062378,11722106,Commonwealth Bank of Australia,485800665@paypal.com,,,Completed,677.27,61.57
906930,2,"2422, Waukivory, NSW",52697586,19-02-2023,20-02-2023,40,6.0,76.02,12.2,134.2,96176,,302207755,03-08-1961,+61484706538,example@gmail.com,10,Australia,"2017, Waterloo, NSW",Christina Caron,062848,14973500,Commonwealth Bank of Australia,484706538@paypal.com,,,Completed,134.2,12.2
491471,4,"2630, Countegany, NSW",79745415,14-06-2023,26-06-2023,720,108.0,71.03,89.9,988.9,76725,82 515 804 556,,19-12-1973,+61455662788,example@gmail.com,1,Australia,"2575, Goodmans Ford, NSW",Anton Maney,062867,15104202,Commonwealth Bank of Australia,,,,Refunded,0.0,0.0
546585,3,"5433, Quorn, SA",15916685,25-04-2023,07-05-2023,1896,284.4,262.9,244.33,2687.63,46718,48 129 325 464,,05-09-1993,+61468505137,example@gmail.com,7,New Zealand,"Auckland, NZ",Martha Wooster,,,ANZ Bank,,AU,CTBAAU2S,Completed,2687.63,244.33
356301,5,"3185, Elsternwick, VIC",19956283,29-05-2023,11-06-2023,1235,185.25,102.36,152.26,1674.86,30579,64 278 479 364,,30-12-1982,+61481447493,example@gmail.com,3,Australia,"3575, Mologa, VIC",Calvin Castiglione,062106,11893467,Commonwealth Bank of Australia,Calvin.Castiglione@paypal.com,,,Completed,1674.86,152.26
391436,7,"3825, Yallourn North, VIC",12657898,05-05-2023,14-05-2023,765,114.75,132.28,101.2,1113.2,23742,99 218 132 306,,12-04-1971,+61485666217,example@gmail.com,0,Australia,"4217, Surfers Paradise, QLD",Richard Meldrum,062638,13452557,Commonwealth Bank of Australia,Richard.Meldrum@paypal.com,,,Completed,1113.2,101.2
918429,7,"6044, Wedge Island, WA",63111712,18-02-2023,19-02-2023,136,20.4,168.08,32.45,356.95,22221,71 828 734 771,,03-10-1958,+61478886103,example@gmail.com,0,Australia,"7263, Alberton, TAS",Barbara Downey,062768,12174265,Commonwealth Bank of Australia,478886103@paypal.com,,,Completed,356.95,32.45
236443,4,"3995, South Dudley, VIC",82464682,13-02-2023,16-02-2023,297,44.55,174.66,51.62,567.82,22882,10 836 828 256,,27-04-1990,+61428072127,example@gmail.com,1,Australia,"7306, Nook, TAS",Winona Escalante,062537,16103699,Commonwealth Bank of Australia,Winona.Escalante@paypal.com,,,Refunded,0.0,0.0
586468,6,"4650, Mungar, QLD",69265410,07-05-2023,15-05-2023,1208,181.2,245.27,163.45,1797.95,74373,,247480276,12-02-1957,+61464179813,example@gmail.com,4,New Zealand,"Auckland, NZ",Terry Gartner,,,ANZ Bank,,AU,CTBAAU2S,Completed,1797.95,163.45
482837,5,"2480, Numulgi, NSW",46191589,30-01-2023,04-02-2023,650,97.5,148.22,89.57,985.27,71116,,511529670,18-10-1999,+61458453386,example@gmail.com,8,Australia,"2486, Glengarrie, NSW",Kenneth Holloway,062816,15484713,Commonwealth Bank of Australia,,,,Completed,985.27,89.57
123472,6,"5110, Bolivar, SA",23066676,07-03-2023,10-03-2023,291,43.65,105.75,44.04,484.44,72938,,733851298,12-11-1948,+61481728720,example@gmail.com,9,Australia,"2824, Mount Foster, NSW",Jared Capizzi,062909,13621017,Commonwealth Bank of Australia,481728720@paypal.com,,,Cancelled,0.0,0.0
243907,3,"2346, Warrabah, NSW",36589680,02-06-2023,06-06-2023,336,50.4,99.99,48.64,535.04,76982,55 835 856 892,,21-12-1954,+61439586573,example@gmail.com,7,Australia,"4352, Silver Ridge, QLD",Peggy Allard,062809,12205407,Commonwealth Bank of Australia,Peggy.Allard@paypal.com,,,Completed,535.04,48.64
509682,8,"2546, Beauty Point, NSW",97645268,08-06-2023,22-06-2023,2170,325.5,271.91,276.74,3044.14,35601,,116665693,19-08-1983,+61420068392,example@gmail.com,2,New Zealand,"Auckland, NZ",Lauren Barnett,,,ANZ Bank,,AU,CTBAAU2S,Completed,3044.14,276.74
829334,4,"2424, Knorrit Flat, NSW",19241135,19-04-2023,24-04-2023,750,112.5,172.27,103.48,1138.28,48875,,227117683,24-04-1967,+61447466506,example@gmail.com,9,Australia,"2093, Balgowlah, NSW",Anna Johnson,062943,14091610,Commonwealth Bank of Australia,Anna.Johnson@paypal.com,,,Completed,1138.28,103.48
